Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Volkswagen Group,Audi,S3,59,2,4,A,6,21,28,24,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,S5,63,3,6,A,7,18,28,21,No,Supercharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,S5,65,3,6,M,6,17,26,20,No,Supercharged,Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,S5 Cabriolet,64,3,6,A,7,18,26,21,No,Supercharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,TT Coupe quattro,62,2,4,A,6,23,30,26,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,TTS Coupe,56,2,4,A,6,23,27,25,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Bentley,Continental GT Convertible,76,4,8,A,8,14,24,17,Guzzler Tax,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Bentley,Continental GT Convertible,81,6,12,A,8,12,20,15,Guzzler Tax,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volkswagen Group,Bentley,Continental Supersports Convt,93,6,12,A,8,11,19,13,Guzzler Tax,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
BMW,BMW,230i Convertible,204,2,4,A,8,23,34,27,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,230i Coupe,200,2,4,A,8,24,35,28,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,230i Coupe,201,2,4,M,6,21,32,25,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,230i xDrive Convertible,206,2,4,A,8,23,33,26,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,230i xDrive Coupe,202,2,4,A,8,24,33,27,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,430i Convertible,404,2,4,A,8,23,34,27,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,430i xDrive Convertible,406,2,4,A,8,22,32,26,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,440i Convertible,414,3,6,A,8,21,29,24,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,440i xDrive Convertible,416,3,6,A,8,20,30,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,640i Convertible,641,3,6,A,8,20,29,23,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,640i Coupe,640,3,6,A,8,21,30,24,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,640i xDrive Convertible,645,3,6,A,8,19,28,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,640i xDrive Coupe,643,3,6,A,8,19,28,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,650i Convertible,654,4.4,8,A,8,17,24,19,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,650i Coupe,650,4.4,8,A,8,17,24,19,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,650i xDrive Convertible,656,4.4,8,A,8,15,24,18,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,650i xDrive Coupe,652,4.4,8,A,8,16,24,19,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M2,281,3,6,A,7,20,26,22,No,Turbocharged,Automated Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M2,280,3,6,M,6,18,26,21,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i Convertible,238,3,6,A,8,21,32,25,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i Convertible,239,3,6,M,6,19,29,23,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i Coupe,235,3,6,A,8,21,32,25,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i Coupe,236,3,6,M,6,19,28,22,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i xDrive Convertible,240,3,6,A,8,21,31,25,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M240i xDrive Coupe,237,3,6,A,8,21,31,25,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M4 Convertible,483,3,6,A,7,17,24,19,No,Turbocharged,Automated Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M4 Convertible,482,3,6,M,6,17,26,20,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
BMW,BMW,M6 Convertible,663,4.4,8,A,7,14,20,16,Guzzler Tax,Turbocharged,Automated Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M6 Convertible,662,4.4,8,M,6,15,22,17,Guzzler Tax,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M6 Coupe,661,4.4,8,A,7,14,20,16,Guzzler Tax,Turbocharged,Automated Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M6 Coupe,660,4.4,8,M,6,15,22,17,Guzzler Tax,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Buick,CASCADA,246,1.6,4,A,6,20,27,23,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,134,2,4,A,8,22,31,25,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,131,2,4,M,6,20,30,23,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,43,3.6,6,A,8,19,28,22,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,135,3.6,6,M,6,16,28,20,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,304,6.2,8,A,0,12,20,15,Guzzler Tax,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,203,6.2,8,A,8,17,27,20,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,295,6.2,8,M,6,14,20,16,Guzzler Tax,Supercharged,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,CAMARO,128,6.2,8,M,6,16,25,19,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,SPARK,242,1.4,4,C,0,30,38,33,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SPARK,244,1.4,4,M,5,29,38,33,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SPARK ACTIV,243,1.4,4,C,0,30,37,33,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SPARK ACTIV,245,1.4,4,M,5,29,37,32,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Fiesta FWD,230,1.6,4,A,6,27,37,31,No,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Fiesta FWD,231,1.6,4,M,5,27,35,30,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Fiesta SFE FWD,233,1,3,M,5,31,41,35,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG,184,2.3,4,A,6,21,30,24,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG,183,2.3,4,M,6,21,30,24,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG,186,3.7,6,A,6,18,27,21,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG,187,3.7,6,M,6,18,27,21,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG,190,5,8,A,6,15,24,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG,188,5,8,M,6,15,25,18,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,185,2.3,4,A,6,20,28,23,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,307,2.3,4,M,6,21,27,23,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,189,5,8,A,6,15,23,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG CONVERTIBLE,308,5,8,M,6,14,23,17,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,MUSTANG PERFORMANCE PACKAGE,302,2.3,4,A,6,20,28,23,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG PERFORMANCE PACKAGE,301,2.3,4,M,6,21,28,24,No,Turbocharged,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,MUSTANG PERFORMANCE PACKAGE,303,5,8,M,6,14,23,17,No,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,SHELBY GT350 MUSTANG,191,5.2,8,M,6,14,21,16,Guzzler Tax,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,Q60,163,2,4,A,7,22,30,25,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q60,136,3,6,A,7,19,28,22,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q60 AWD,164,2,4,A,7,21,28,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q60 AWD,233,3,6,A,7,19,27,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q60S AWD RED SPORT,230,3,6,A,7,19,26,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,Q60S RED SPORT,138,3,6,A,7,20,27,22,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Toyota,Lexus,RC 200t,66,2,4,A,8,22,32,26,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,RC 300 AWD,50,3.5,6,A,6,19,26,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,RC 350,51,3.5,6,A,8,19,28,22,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,RC 350 AWD,52,3.5,6,A,6,19,26,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Toyota,Lexus,RC F,58,5,8,A,8,16,25,19,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDPI (Spark Ignition direct & ported injection)
Maserati,Maserati,GRANTURISMO,21,4.7,8,A,6,13,21,16,Guzzler Tax,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Maserati,Maserati,GRANTURISMO CONVERTIBLE,25,4.7,8,A,6,13,20,15,Guzzler Tax,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC  (convertible),314,3,6,A,9,19,26,22,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG C 43 4MATIC (coupe),313,3,6,A,9,20,28,23,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG C 63 (convertible),115,4,8,A,7,17,22,19,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG C 63 (coupe),117,4,8,A,7,17,23,19,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG C 63 S (convertible),114,4,8,A,7,17,22,19,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG C 63 S (coupe),116,4,8,A,7,17,23,19,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (convertible),325,5.5,8,A,7,14,22,17,Guzzler Tax,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,C 300 (convertible),128,2,4,A,9,23,31,26,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,C 300 (Coupe),118,2,4,A,7,23,30,26,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,C 300 4MATIC  (convertible),127,2,4,A,9,22,29,25,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,C 300 4MATIC (Coupe),119,2,4,A,7,23,29,25,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 400 (convertible),143,3,6,A,7,20,29,23,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 400 (coupe),134,3,6,A,7,20,29,23,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (coupe),135,3,6,A,7,20,28,23,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 550 (convertible),142,4.7,8,A,7,17,25,20,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,E 550 (coupe),132,4.7,8,A,7,18,26,21,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,Maybach S 650 (convertible),248,6,12,A,7,13,21,16,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Mercedes-Benz,Mercedes-Benz,S 550 (convertible),324,4.7,8,A,9,17,25,20,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,S 65 AMG (convertible),238,6,12,A,7,14,21,16,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
BMW,Mini,JOHN COOPER WORKS HARDTOP,84,2,4,A,6,25,32,28,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,JOHN COOPER WORKS HARDTOP,85,2,4,M,6,23,32,26,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,MINI COOPER HARDTOP 2 DOOR,32,1.5,3,A,6,27,36,30,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,MINI COOPER HARDTOP 2 DOOR,33,1.5,3,M,6,28,38,32,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,MINI COOPER HARDTOP 4 DOOR,34,1.5,3,A,6,27,36,30,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,MINI COOPER HARDTOP 4 DOOR,35,1.5,3,M,6,28,37,32,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Mini,Mini Cooper S Hardtop 2 door,54,2,4,A,6,25,32,28,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
